naam,url,categorie
http://www.lavieenrose.be/,La Vie En Rose,"Mode, Schoenen & Juwelen"
http://www.smartgames.eu/nl,Smartgames,"Baby, Kind & Speelgoed"
https://www.farfar.shop,Farfar,"Design, ambacht & kunst"
https://www.worldofmina.be,World of Mina,"Baby, Kind & Speelgoed"
https://funnybone.be,FunnyBone,Kinderkledij
http://www.smarthomesystems.be,SmartHomeSystems,Elektro
https://www.boulana.be,Boulana,Make-up
http://www.brandhout.com,Brandhout.com,"Tuin, Dier & Klussen"
https://beautifulacademy.shop,Beautiful Academy,"Vrije Tijd, Sport & Reizen"
https://fixjeiphone.be,Fix Je Iphone,Computer & Elektronica
http://www.casashops.com,CASA,Cadeau
http://www.fformatt.be,FFORMATT,Alcoholische drank
https://www.depot-design.eu,Depot Design,"Wonen, Koken & Huishouden"
https://www.simonleveltleuven.be,Simonleveltleuven,Warme dranken
https://la-maison-de-marie-webshop.myshopify.com,La Maison de Marie webshop,Cadeau & Inspiratie
http://www.deauty.be/,Deauty,Mooi & Gezond
https://www.inhetwoud.be,In Het Woud,"Mode, Schoenen & Juwelen"
https://tc.tradetracker.net/?c=15570&m=12&a=121585,Maxitoys,Speelgoed
https://woepa.be/shop/,Woepa webshop,Speelgoed
https://www.babylonloveshop.be,Babylonloveshop,Mooi & Gezond
https://ila-foundation.myshopify.com/,ILA Foundation,Fotografie
https://www.medard.shop,Médard,"Mode, Schoenen & Juwelen"
https://boerenenburen.be/nl-BE,Boeren & Buren,Voeding
https://www.tkatooke.be/,Tkatooke,Cadeau & Inspiratie
https://bambola.be/webshop/,Bambola,"Baby, Kind & Speelgoed"
http://www.biekes.eu,BIEKES,Cadeau
http://www.lettersinsteen.be/,Letters in Steen,Cadeau & Inspiratie
https://www.schatteneiland-online.be,Schatteneiland,"Baby, Kind & Speelgoed"
https://www.lett-interior.be/,LETT.,"Wonen, Koken & Huishouden"
https://optimadoopsuiker.shop,Optima Doopsuiker,Cadeau & Inspiratie
https://www.erovibes.be,Erovibes,Cadeau & Inspiratie
http://www.lenuagedecharlotte.com,Le Nuage de Charlotte,"Baby, Kind & Speelgoed"
https://www.essenceoflife.shop,Essence Of Life,"Tuin, Dier & Klussen"
https://melswardrobe.be,Melswarderobe,"Mode, Schoenen & Juwelen"
https://wwwdakkofferkopen.be,dakkofferkopen,"Vrije Tijd, Sport & Reizen"
https://www.depot-design.eu,Depot Design,"Wonen, Koken & Huishouden"
https://www.theshoponline.be/,The shop online,"Wonen, Koken & Huishouden"
https://www.djustclothes.be/,dJusT CloTheS,Accessoires
https://van-looy-l.shop,Van Looy L.,"Tuin, Dier & Klussen"
https://www.pit-pit.com,Pit & Pit,Voeding & Drank
https://www.littlethingz.be/nl/,Little Thingz,Speelgoed
https://tc.tradetracker.net/?c=25522&m=12&a=121585&u=%2F,Etam,"Mode, Schoenen & Juwelen"
https://www.4dogsandcats.be,4dogsandcats,Dierenvoeding
https://www.penworld.be,Penworld,Stationary
http://www.kruidvat.be,Kruidvat,Mooi & Gezond
https://lightunit.shop,Light Unit,"Wonen, Koken & Huishouden"
https://www.usb.be/,USB.BE,Computer & Multimedia
https://www.simonleveltleuven.be,Simonleveltleuven,Warme dranken
https://shop.beau4fashion.be/home,B'eau4 Fashion,Accessoires
https://www.myplanetled.com,MyPlanetled,Elektro
https://bulgaarsetopwijnen.be,Bulgaarse Topwijnen,Alcoholische drank
http://www.ta-cards.be,T&A Cards,Speelgoed
https://www.veerlewils.com/,Veerle Wils ,Damesmode
https://www.vinophilo.be,Wijnwinkel Vinophilo,Alcoholische drank
https://lesfoliesdesofie.be/,Les Folies de Sofie,"Mode, Schoenen & Juwelen"
https://www.inforegio.be/atmosfaere-conceptstore-lier,Atmosfaere ,Wenskaarten
https://www.lekkerbelgie.be/,lekkerbelgie.be,Alcoholische drank
https://www.depot-design.eu,Depot Design,"Wonen, Koken & Huishouden"
https://www.alionsgear.com,A Lion's Gear,"Vrije Tijd, Sport & Reizen"
https://www.pmeleganzamilanese.shop,PM Eleganza Milanese,"Mode, Schoenen & Juwelen"
http://www.dreamland.be,Dreamland,"Baby, Kind & Speelgoed"
https://manja.lingeriestyling.be/,Lingerstyle Manja,"Mode, Schoenen & Juwelen"
https://tinedemol.be/,Tine Demol Juwelen,"Mode, Schoenen & Juwelen"
http://www.evamouton.be/,Eva Mouton,Cadeau & Inspiratie
http://groenewaterman.mijnboekhandelaar.com/,Boekhandel De Groene Waterman,Boeken & Strips 
https://www.galicia.shop,Galicia,"Vrije Tijd, Sport & Reizen"
https://www.ovidias.com/nl-be/,Ovidias,Voeding & Drank
http://visjesenco.com/index.php/,Visjes & co,"Baby, Kind & Speelgoed"
https://www.funwithcakes.be,Fun with Cakes,Voeding & Drank
https://www.kaarsken.shop,Doopsuiker Figaro,Cadeau & Inspiratie
https://www.benda.be,Benda's Thee & Keramiek Studio,Warme dranken
https://www.fredginger.com,fred + ginger,"Mode, Schoenen & Juwelen"
https://www.bagatellekids.com/,Bagatelle kids,Kinderkledij
https://www.biotylab.com,Biotylab,Mooi & Gezond
https://www.mezzogent.be/,Mezzo Gent,Wenskaarten
http://www.exellent.be,Exellent,Computer & Elektronica
https://www.kunstgras.be/,Kunstgras.be,Tuin
https://www.makids.be/,MaKids,"Baby, Kind & Speelgoed"
http://www.alternate.be,Alternate België,Computer & Elektronica
https://www.manufactuur.be/,Manufactuur,"Mode, Schoenen & Juwelen"
https://www.the-showroom.be/,The Showroom,Vrije Tijd
https://www.tescitea.be,TesciTea,Voeding & Drank
https://www.shopa.be/partner/sabine,Bloemen Sabine,Cadeau
https://www.mtwalls.be,MTwalls,"Wonen, Koken & Huishouden"
https://www.simonleveltleuven.be,Simonleveltleuven,Warme dranken
https://www.living-lounge.be,Living-lounge,"Tuin, Dier & Klussen"
https://surpriseyourpet.be/,Surprise Your Pet,Cadeau
https://www.elgraflokidz.be,Elgraflo Kidz,Baby
https://www.saltumbracelets.com/,www.saltumbracelets.com,Accessoires
https://www.coupelies.be,www.coupelies.be,Cadeau
https://www.harogifts.be,www.harogifts.be,Cadeau & Inspiratie
https://www.idiomas.be,Idiomas,"Vrije Tijd, Sport & Reizen"
https://tadaaz.be/product/?tt=10993_12_121585_&r=%2F,Tadaaz,Cadeau & Inspiratie
https://www.37graden.eu,37graden,Cadeau & Inspiratie
https://www.hobbykiekeboe.be,Hobby Kiekeboe,Wenskaarten
https://www.belgiuminabox.be,Belgium in a box,Voeding & Drank
https://www.thelmalouise.be/en/shop,Thelma & Louise Antwerp,Damesmode
https://www.warmtepomp-shop.be,Warmtepomp-shop,Bouwmaterialen
https://www.dietiste-cdc.be/CDC/webshop,CDC Schoon&Gezond,Verzorging
https://shop-be.fmworld.com/partner/17099409,FM,Huishouden
https://goldfish.be/,Goldfish,"Baby, Kind & Speelgoed"
https://www.cookalike.be,Cookalike,"Wonen, Koken & Huishouden"
https://pure-essence.be/winkel/,Pure Essence,Sport
https://www.herbots.be,Herbots,"Vrije Tijd, Sport & Reizen"
https://www.v-supply.shop/,V-Supply,"Wonen, Koken & Huishouden"
https://www.mknives.eu,MKnives,Keuken & koken
https://www.ontwerpjemondmasker.be,www.ontwerpjemondmasker.be,Gadgets
https://flexprint.be/info/,Flexprint,Damesmode
https://pimshop.be/,PIM kids shop,"Mode, Schoenen & Juwelen"
https://krokoprim.be/,Www.krokoprim.be,Kinderkledij
https://drinks.be/,Drinks.be,Alcoholische drank
http://www.copyart.be/,Copyart,Cadeau & Inspiratie
https://www.yzerfashion.be,Yzer Fashion,"Mode, Schoenen & Juwelen"
https://www.kdwoodlights.be/webshop,KDWoodlights,"Mode, Schoenen & Juwelen"
https://www.launchroom.be/shop,www.launchroom.be,"Design, ambacht & kunst"
https://www.launchroom.be/,www.launchroom.be,Cadeau & Inspiratie
https://www.sjoe-bee-do.be/,Sjoe Bee Do,"Baby, Kind & Speelgoed"
http://cocodrilo.be/,Cocodrilo,"Baby, Kind & Speelgoed"
http://www.hello-august.be,Hello August,Wenskaarten
https://www.levisatelier.be/atelier/?tt=31320_12_121585_&r=%2F,Levis Atelier,Verf & Behang
https://link-audio.webhero.be,TheLinkShop,Computer & Elektronica
http://www.pharmaclic.be,Pharmaclic,Mooi & Gezond
https://oosterlinck.shop,Oosterlinck,"Wonen, Koken & Huishouden"
https://www.lemonieetmaman.be ,Lèmonie et Maman,Cadeau
https://www.identitydesign.be/,Identity Design,Cadeau
https://www.apotheekparedis.be/nl,Apotheek Paredis Genk,Voedingsupplementen
https://www.labelstudio.be/,Labelstudio,"Baby, Kind & Speelgoed"
https://www.cool4pets.be,Cool4pets,"Tuin, Dier & Klussen"
https://www.ritasport.shop,ritasport,Sport
https://www.luierhoek.be/,De Luierhoek,"Baby, Kind & Speelgoed"
https://www.opticshop.be/,opticshop,Bril & Lenzen
https://www.wolnut.be,Wolnut - Online wolwinkel,Naaien & Breien
http://shop.sylvainwillenz.com/products,Sylvain Willenz Shop,"Wonen, Koken & Huishouden"
https://www.ecosisters.be,Eco Sisters ,Verzorging
https://www.gilance.com,Gilance,"Mode, Schoenen & Juwelen"
https://www.katenkoe-online.be/,www.katenkoe-online.be,Speelgoed
https://goldfish.be/,Goldfish,"Baby, Kind & Speelgoed"
https://www.cliogoldbrenner.com,Clio Goldbrenner,"Mode, Schoenen & Juwelen"
http://www.tuinmachinesdierckx.be,Tuinmachines Dierckx,Tuin
https://www.vakantiedeals.be/,Vakantiedeals.be,Reizen
https://www.hunkemoller.nl/,Hunkemoller,"Mode, Schoenen & Juwelen"
https://webshop.computercheckpoint.be/,Computer Checkpoint,Computer & Elektronica
https://www.webstore.be/,Van Roey,Computer & Elektronica
http://fiecreatief.webnode.be,Fiecreatief,Cadeau & Inspiratie
https://www.prixos.be/,Prixos,"Wonen, Koken & Huishouden"
https://www.meerval.shop,Meerval.shop,"Vrije Tijd, Sport & Reizen"
https://www.cruysberghs.be/,Cruysberghs Chemical,Bouwmaterialen
https://www.lagambarossa.com,La Gamba Rossa ,"Baby, Kind & Speelgoed"
http://www.wonderwall.be,FAB5 Wonderwall Design magneet- & Whiteboards,"Wonen, Koken & Huishouden"
https://klassewijnen.colruyt.be,Klassenwijnen,Voeding & Drank
https://www.balmidor.be/nl/,Balmidor,"Wonen, Koken & Huishouden"
https://www.dermalogica.nl,Dermalogica,Mooi & Gezond
https://www.carrenoir.be,Carré noir,Voeding & Drank
http://www.dekinderplaneet.be/,De KinderPlaneet,"Baby, Kind & Speelgoed"
https://www.t-toys-nazareth.be,T-Toys Nazareth,"Vrije Tijd, Sport & Reizen"
https://www.lotana.be/,Lotana,"Vrije Tijd, Sport & Reizen"
https://visjesenco.be/,Visjes en Co,Kinderkledij
https://gamealot.shop/,Gamealot,Speelgoed
https://www.compas.be/,www.compas.be,Vrije Tijd
https://www.valiente.shop/nl/,Valiente,"Wonen, Koken & Huishouden"
https://www.wineplus.be,Wineplus,Alcoholische drank
https://www.bachbloesemsonline.be,BachbloesemsOnline,Mooi & Gezond
https://www.stokedboardshop.be,Stoked Boardshop,Sport
http://www.lumilight.be/nl/webshop,Lumi,"Wonen, Koken & Huishouden"
https://o-lijf-care.com,O-lijfcare,Cadeau
http://bloemen-lieselotte.be,Bloemen lieselotte ,Tuin
https://www.geluidshuisuitgeverij.com/,Het Geluidshuis,"Baby, Kind & Speelgoed"
https://www.mijnblokje.be,Mijn Blokje,"Baby, Kind & Speelgoed"
http://www.gladiatorworx.eu,Gladiatorworx,"Tuin, Dier & Klussen"
https://www.hetmooiste.be,Het mooiste,Mooi & Gezond
https://ray.care,Ray,Mooi & Gezond
https://venuslingerie.be,Venus Lingerie,"Mode, Schoenen & Juwelen"
https://www.beauty-and-dreams.be/nl/info/959/Webshop.html,https://www.beauty-and-dreams.be/nl/info/959/Webshop.html,Verzorging
https://www.egomaniac.be,Egomaniac,"Mode, Schoenen & Juwelen"
https://www.kidzrules.be,Kidzrules,"Mode, Schoenen & Juwelen"
https://www.asfra.be/,Asfra Flanders Fietsen Oudenaarde,Sport
https://www.viejuwelen.be/,Vie Juwelen,"Mode, Schoenen & Juwelen"
https://www.caveslouis.be,Caves Louis,Voeding & Drank
https://www.books-on-collectables.eu,Books on Collectables,Boeken & Strips 
http://www.zand-en-glitters.be,Zand en Glitters,"Baby, Kind & Speelgoed"
https://www.carolinebiss.com/nl,Caroline Biss,"Mode, Schoenen & Juwelen"
https://www.optiekdewilde.be/webshop,Optiek De Wilde ,Bril & Lenzen
https://www.free-time.be/,Free-timeshop,"Tuin, Dier & Klussen"
https://www.huisdierpenning.be,Huisdierpenning,Dierenverzorging
https://www.fietsenfielesshop.be,Fietsenfielesshop,Sport
http://www.lunalotta.be,LunaLotta Jewellery,Accessoires
http://www.koffie-shop.be/,Koffieshop,Voeding & Drank
http://www.studionoknok.be ,Studio Nok Nok,"Mode, Schoenen & Juwelen"
https://karwij.be,Karwij,"Wonen, Koken & Huishouden"
https://www.tones.be,Tones,Computer & Elektronica
https://www.toys4kids.be,Toys4kids,Speelgoed
https://funnybone.be,FunnyBone,Kinderkledij
https://www.happyhippo.be,happy hippo,"Baby, Kind & Speelgoed"
https://www.akotee.be/,Akotee,Cadeau & Inspiratie
https://www.ophelialingerie.be/,Ophelia Lingerie,Lingerie
http://www.alohabonita.be/,Aloha Bonita,"Mode, Schoenen & Juwelen"
https://www.zeb.be/fashion/?tt=30920_12_121585_&r=%2F,Zeb,"Baby, Kind & Speelgoed"
https://www.littlethingz.be,Little Thingz,"Baby, Kind & Speelgoed"
https://www.louiscamiel.be/,Louis&Camiel ,Dierenverzorging
https://www.mijten.be/nl-be/voer/,Mijten Diervoeders ,"Tuin, Dier & Klussen"
https://karwij.be,Karwij,"Wonen, Koken & Huishouden"
https://www.swaystore.be/,Sway Leuven ,"Mode, Schoenen & Juwelen"
https://www.babs-bulle.com/,Babs and Bulle,Textiel
https://www.sioenfurniture.be/index.html,Sioen furniture,Kantoor
https://graanmarkt13.com/,Graanmarkt 13,"Mode, Schoenen & Juwelen"
https://www.ecoshopfilova.be,"Filova, zorgzaam voor dier & milieu",Dierenverzorging
https://www.kostuumenkaramel.be,Kostuum en Karamel,"Vrije Tijd, Sport & Reizen"
https://nanuq.be/,Nanuq,Boeken & Strips 
https://www.europequilt.com/,Quilt Europe,"Mode, Schoenen & Juwelen"
https://www.pepijn.shop,Pepijn,"Mode, Schoenen & Juwelen"
https://de-amarant.be/winkel/,De Amarant,Cadeau & Inspiratie
https://www.newpharma.be/apotheek/,NewPharma,Mooi & Gezond
http://www.jokiki.be/nl,Jokiki,"Baby, Kind & Speelgoed"
https://aquiflor.shop,Aquiflor,"Wonen, Koken & Huishouden"
http://visjesenco.com/index.php/,Visjes & co,"Baby, Kind & Speelgoed"
https://www.billyrose.be,Billy Rose,"Mode, Schoenen & Juwelen"
https://www.hibdesign.be,Hib Design,"Mode, Schoenen & Juwelen"
https://drinks.be/,Drinks.be,Alcoholische drank
https://dagennachtlangemark.be/home,Dag&Nacht,Badmode
https://www.vanhalewyck.be/,Van Halewyck,"Vrije Tijd, Sport & Reizen"
https://www.krokodil.be/,Krokodil,"Baby, Kind & Speelgoed"
https://shop.brouwerijbroers.be,Brouwerij broers webshop,Alcoholische drank
https://woepa.be/shop/,Woepa webshop,Speelgoed
